hash,author,date,description
416dc99,romainx,Tue Mar 3 21:11:33 2020 +0100,Usage of conda env export
2746f50,Peter Parente,Mon Mar 2 20:52:09 2020 -0500,Merge branch 'master' into master
5438a60,Peter Parente,Mon Mar 2 20:51:01 2020 -0500,Merge pull request #1020 from rscohn2/fix-fix-permissions
25524ee,Peter Parente,Mon Mar 2 20:49:17 2020 -0500,Merge branch 'master' into fix-fix-permissions
4bff6ab,Mark Dean,Sun Mar 1 09:21:58 2020 -0500,add ipympl to docs
b46fa3f,romainx,Sun Mar 1 08:19:28 2020 +0100,Refactoring into CondaPackageHelper for reuse
acdfecf,Romain,Sat Feb 29 08:21:52 2020 +0100,Merge branch 'master' into conda_outdated
bdfd8da,romainx,Sat Feb 29 08:20:54 2020 +0100,Added a note in the documentation
f4ceeea,Mark Dean,Fri Feb 28 14:59:23 2020 -0500,ipympl version update
3f83aca,Mark,Fri Feb 28 20:46:34 2020 +0100,Merge branch 'master' into master
678ada7,Peter Parente,Fri Feb 28 12:01:45 2020 -0500,Merge pull request #1030 from romainx/scipy_update
55d22d8,Peter Parente,Fri Feb 28 07:57:54 2020 -0500,Merge branch 'master' into scipy_update
f6ded24,Romain,Fri Feb 28 05:43:01 2020 +0100,Merge branch 'master' into conda_outdated
ab00093,romainx,Fri Feb 28 05:28:17 2020 +0100,Clarification about the documentation #608
94fdd01,Travis CI,Fri Feb 28 02:21:01 2020 +0000,[ci skip] Update en source strings (build: 1536.1)
996145f,Peter Parente,Thu Feb 27 21:20:10 2020 -0500,Merge pull request #1028 from KyriakosZorbas/cgspatial-notebook
2db4968,Peter Parente,Thu Feb 27 21:19:00 2020 -0500,Merge branch 'master' into fix-fix-permissions
163f86c,romainx,Thu Feb 27 22:57:46 2020 +0100,Bump scipy-notebook
7a2522a,Mark Dean,Thu Feb 27 16:46:53 2020 -0500,put version back
35d30e2,Mark Dean,Thu Feb 27 16:46:04 2020 -0500,put version back
775e8c9,Mark Dean,Thu Feb 27 16:43:37 2020 -0500,add ipympl
5de148d,Romain,Thu Feb 27 22:38:55 2020 +0100,Merge branch 'master' into conda_outdated
083e2bb,romainx,Thu Feb 27 22:38:18 2020 +0100,filter dependencies from outdated packages
6caebd4,Peter Parente,Thu Feb 27 14:37:40 2020 -0500,Merge branch 'master' into cgspatial-notebook
0ce6457,Peter Parente,Thu Feb 27 14:36:32 2020 -0500,Merge pull request #1021 from romainx/channel_priority
9531de0,Kyriakos,Thu Feb 27 16:24:24 2020 +0200,cgspatial-notebook
af16b9a,Peter Parente,Thu Feb 27 08:02:58 2020 -0500,Merge branch 'master' into channel_priority
c1c3293,Travis CI,Tue Feb 25 12:52:19 2020 +0000,[ci skip] Update en source strings (build: 1522.1)
a07573d,Peter Parente,Tue Feb 25 07:51:19 2020 -0500,Merge pull request #1026 from ChristophSchranz/asCommunityStack
f0bb9e8,Christoph Schranz,Tue Feb 25 08:16:17 2020 +0100,Add GPU-Jupyter in selecting.md community stacks
a3aeae9,romainx,Sun Feb 23 13:28:04 2020 +0100,Bump r-notebook
8943a3d,romainx,Sun Feb 23 09:19:37 2020 +0100,Turning channel priority to strict
e3831f3,Robert Cohn,Fri Feb 21 08:47:52 2020 -0500,Merge branch 'master' into fix-fix-permissions
825c520,Robert Cohn,Fri Feb 21 07:29:49 2020 -0600,limit fix permissions to /opt/conda
f6dd044,Romain,Fri Feb 21 09:32:49 2020 +0100,Merge branch 'master' into master
63d0df2,Peter Parente,Wed Feb 19 06:25:50 2020 -0500,Merge pull request #1013 from romainx/pandoc
581534e,Romain,Mon Feb 17 22:20:17 2020 +0100,Merge branch 'master' into pandoc
9b983ea,romainx,Mon Feb 17 21:40:36 2020 +0100,clean tex dependency + test
31b807e,Peter Parente,Sat Feb 15 22:45:40 2020 -0500,Merge pull request #1017 from parente/fix-pyspark
89711db,Peter Parente,Sat Feb 15 22:45:24 2020 -0500,Merge pull request #1001 from guoquan/patch-2
fd4d09b,Peter Parente,Sat Feb 15 20:19:03 2020 -0500,Merge branch 'master' into patch-2
18bb3a4,Peter Parente,Sat Feb 15 20:18:46 2020 -0500,Merge branch 'master' into fix-pyspark
f9c990e,Peter Parente,Sat Feb 15 19:17:52 2020 -0500,Merge pull request #1011 from romainx/fix_doc
4a8b58a,Peter Parente,Sat Feb 15 18:53:58 2020 -0500,Test payspark import
bbd2b97,Peter Parente,Sat Feb 15 19:08:01 2020 -0500,Merge branch 'master' into patch-2
646751d,Peter Parente,Sat Feb 15 19:00:27 2020 -0500,Merge branch 'master' into fix_doc
63bec45,Peter Parente,Sat Feb 15 18:58:24 2020 -0500,Merge pull request #1009 from romainx/spark_mirror
3aa61f9,Peter Parente,Sat Feb 15 18:53:43 2020 -0500,Split SPARK_HOME definition from other env vars
dd92258,romainx,Fri Feb 14 20:08:29 2020 +0100,Log level back to info
d1e10fc,romainx,Fri Feb 14 20:07:18 2020 +0100,Remove pandoc os package install
dfd6d2e,romainx,Thu Feb 13 16:57:00 2020 +0100,Fix doc make image -> make build
4333c7c,romainx,Thu Feb 13 13:02:37 2020 +0100,fix as_json param
7f7be57,romainx,Thu Feb 13 12:00:41 2020 +0100,spark mirror improvement
8b3ce5c,romainx,Thu Feb 13 11:21:54 2020 +0100,Change spark mirror
bf91753,romainx,Thu Feb 13 10:20:42 2020 +0100,minor changes on outdated package helper
b6ca292,romainx,Wed Feb 12 20:30:25 2020 +0100,Check outdated packages
2fd8568,Peter Parente,Wed Feb 12 13:03:35 2020 -0500,Merge pull request #1007 from romainx/master
b55015d,romainx,Wed Feb 12 09:07:06 2020 +0100,Fix makefile
45d51e3,romainx,Tue Feb 11 21:30:47 2020 +0100,Bump to spark 2.4.5 + minor improvements
3deefc7,Peter Parente,Sun Feb 9 20:39:06 2020 -0500,Merge pull request #1004 from romainx/master
e785214,Peter Parente,Sun Feb 9 20:38:14 2020 -0500,Merge pull request #1006 from parente/datascience-tags-on-wiki
f254a63,Peter Parente,Sun Feb 9 20:34:56 2020 -0500,[ci skip] Show jupyter/datascience-notebook tags on the wiki
9f4983c,Peter Parente,Sun Feb 9 18:53:45 2020 -0500,Fix == in bash script
1c8073a,Peter Parente,Sun Feb 9 16:47:37 2020 -0500,Merge pull request #1005 from jupyter/translations_index-po--master_pt_BR
b263e3b,transifex-integration[bot],Sun Feb 9 19:07:37 2020 +0000,Apply translations in pt_BR
d85a60e,romainx,Sun Feb 9 07:17:15 2020 +0100,Remove sparklyr from datascience notebook
d2c9b7a,Peter Parente,Sat Feb 8 11:04:18 2020 -0500,Merge pull request #998 from Nosferican/docker-hub-tags
36bce75,Peter Parente,Sat Feb 8 10:38:33 2020 -0500,Merge pull request #1000 from romainx/master
47a5ad5,José Bayoán Santiago Calderón,Tue Feb 4 21:32:44 2020 -0500,Update datascience-notebook/hooks/apply_tags
6450189,José Bayoán Santiago Calderón,Tue Feb 4 21:32:35 2020 -0500,Update datascience-notebook/hooks/apply_tags
a570f43,Guo Quan,Tue Feb 4 14:34:23 2020 -0500,Add `ROOT_CONTAINER` to base-notebook
231241f,José Bayoán Santiago Calderón,Sat Feb 1 13:08:58 2020 -0500,Fix extra space typo.
51a2db8,José Bayoán Santiago Calderón,Sat Feb 1 13:04:39 2020 -0500,ACR
4c12832,romainx,Fri Jan 31 19:40:42 2020 +0100,fix duplicate and hardcoded value in makefile
03ec0a5,romainx,Thu Jan 30 19:01:44 2020 +0100,Bump version of R packages
414b5d7,Peter Parente,Wed Jan 29 22:37:33 2020 -0500,Merge pull request #991 from jgwerner/update-dockerfile
6fb9921,José Bayoán Santiago Calderón,Wed Jan 29 10:54:37 2020 -0500,Standardize the Julia version
a54d901,José Bayoán Santiago Calderón,Wed Jan 29 10:51:37 2020 -0500,Create apply_tags
29e0696,Peter Parente,Wed Jan 29 09:52:25 2020 -0500,Fix missed base64 decode from last PR
8fe5ea9,Peter Parente,Wed Jan 29 09:38:19 2020 -0500,Merge pull request #997 from parente/fix-deploy-key-format
171ba82,Peter Parente,Wed Jan 29 09:37:04 2020 -0500,Fix ssh key format
357e758,Peter Parente,Wed Jan 29 08:28:32 2020 -0500,Merge pull request #995 from stevenstetzler/stevenstetzler-patch-symlink
437f1ef,Peter Parente,Tue Jan 28 07:57:17 2020 -0500,Merge pull request #994 from maresb/patch-1
cd5df45,Ben Mares,Tue Jan 28 09:18:20 2020 +0100,upgrade tensorflow to 2.1
78fa3df,Ben Mares,Mon Jan 27 23:38:05 2020 +0100,bump version numbers and add periods before *
6582555,Greg,Sat Jan 25 11:22:54 2020 -0500,replace ADD with COPY
e00fd05,Min RK,Thu Jan 23 17:10:19 2020 +0100,install pip explicitly (#989)
9c8ac72,Min RK,Thu Jan 23 16:40:48 2020 +0100,update miniconda to 4.7.12.1
fc6022a,Min RK,Thu Jan 23 10:04:18 2020 +0100,install pip explicitly
75519a5,Min RK,Tue Jan 21 15:15:05 2020 +0100,Merge pull request #981 from flixr/update-bokeh
411af49,Min RK,Tue Jan 21 15:14:49 2020 +0100,Merge pull request #986 from consideRatio/maintenance-bump-of-ubuntu
525b3c0,Erik Sundell,Tue Jan 21 10:24:46 2020 +0100,Bump Ubuntu 18.04 to latest build
140e7cc,Min RK,Tue Jan 21 10:17:00 2020 +0100,Merge pull request #985 from consideRatio/bump-base-notebook-jhub-jlab
56e54a7,stevenstetzler,Sun Jan 19 23:00:24 2020 -0800,Fall back on symlink if mv fails
ca3d8b7,Travis CI,Mon Jan 20 04:43:28 2020 +0000,[ci skip] Update en source strings (build: 1410.1)
d4e6035,Peter Parente,Sun Jan 19 23:42:38 2020 -0500,Merge pull request #973 from mathematicalmichael/patch-1
0573bc1,Peter Parente,Sun Jan 19 23:38:31 2020 -0500,Merge pull request #982 from flixr/update-dask
4011ed5,Peter Parente,Sun Jan 19 23:34:10 2020 -0500,Merge pull request #970 from mathbunnyru/asalikhov/fix_issue_template_typo
ef2b423,Peter Parente,Sun Jan 19 23:32:15 2020 -0500,Merge pull request #980 from kjfergu/master
d73f472,Peter Parente,Sun Jan 19 23:31:00 2020 -0500,Merge pull request #924 from adriendelsalle/patch-1
043fabb,Erik Sundell,Fri Jan 17 16:29:54 2020 +0100,Bumped notebook jupyterhub jupyterlab versions
fc64a77,Felix Ruess,Sun Jan 5 11:43:33 2020 +0100,scipy-notebook: update bokeh
75543fe,Felix Ruess,Sun Jan 5 11:42:45 2020 +0100,scipy-notebook: update dask and h5py
0d7d8d5,Kevin,Fri Jan 3 15:10:23 2020 -0700,Update to Julia 1.3.1
e06ce05,Kevin,Fri Jan 3 15:06:58 2020 -0700,Update to Julia 1.3.1
3156882,Michael Pilosov,Wed Dec 11 11:51:27 2019 -0800,instructions for python 3.x kernels with conda
cd15864,Peter Parente,Mon Dec 9 08:36:42 2019 -0500,Merge pull request #971 from AllOtherUserNamesTaken/update-to-ubuntu-18.04-(bionic)-from-2019-10-29
a83e18b,AllOtherUserNamesTaken,Sat Dec 7 13:55:48 2019 +0200,Update ubuntu base image.
954fc54,Ayaz Salikhov,Sat Dec 7 13:10:30 2019 +0300,Fix one more typo
8c174c5,Ayaz Salikhov,Sat Dec 7 13:08:44 2019 +0300,Fix type in issue_template.md
7a0c732,Peter Parente,Mon Dec 2 07:12:16 2019 -0500,Merge pull request #959 from jjangsangy/master
8bce6dc,Sang Han,Fri Nov 8 18:02:02 2019 -0800,allow configuring python version using buildarg
ad3574d,Travis CI,Sat Nov 16 22:03:04 2019 +0000,[ci skip] Update en source strings (build: 1321.1)
213760e,Peter Parente,Sat Nov 16 17:01:58 2019 -0500,Merge pull request #961 from parente/sudo-recipe
45f07a1,Peter Parente,Mon Nov 11 22:15:54 2019 -0500,Merge pull request #954 from gokgozf/master
814ef10,Peter Parente,Sat Nov 9 17:16:30 2019 -0500,Merge pull request #960 from parente/parente/help
b7b941c,Peter Parente,Sat Nov 9 17:16:04 2019 -0500,Merge pull request #957 from flixr/jupyterlab_1.2.1
0b2ced3,Peter Parente,Sat Nov 9 16:06:08 2019 -0500,Add sudo recipe
d1efe21,Peter Parente,Sat Nov 9 15:56:03 2019 -0500,Add maintainer help wanted
6055296,Peter Parente,Sat Nov 9 15:34:03 2019 -0500,Merge pull request #953 from vadimkerr/patch-1
8946286,Peter Parente,Sat Nov 9 15:32:56 2019 -0500,Merge pull request #950 from maresb/master
3163904,Peter Parente,Sat Nov 9 15:32:36 2019 -0500,Merge pull request #942 from ilveroluca/pr/fix-perms
fe64133,Peter Parente,Sat Nov 9 15:31:29 2019 -0500,Merge pull request #940 from ilveroluca/dont_upgrade
0826489,Peter Parente,Sat Nov 9 15:29:13 2019 -0500,Merge pull request #938 from edurenye/conda-4-7-12
df3b665,Felix Ruess,Fri Nov 8 11:27:32 2019 +0100,update jupyterlab to 1.2.1
95e0449,fahrettin.goekgoez,Mon Oct 21 12:43:34 2019 +0200,upgrade to tensoflow2
b35c281,Vadim Stepanov,Fri Oct 18 19:54:11 2019 +0300,fixt typo
10380ed,Ben Mares,Mon Oct 14 21:57:48 2019 +0200,With JupyterLab 1.1 --dev-build=False is no longer necessary.
31b8477,Luca Pireddu,Tue Sep 24 16:23:03 2019 +0200,Make fix-permissions executable by all
65d8260,Luca Pireddu,Wed Sep 18 13:59:15 2019 +0200,Don't upgrade base image; clean cached deb files after apt-get install
500858a,edurenye,Mon Sep 16 15:21:47 2019 +0200,Update Miniconda to 4.7.10 and conda to 4.7.12
1386e20,Peter Parente,Wed Sep 11 08:07:24 2019 -0400,Merge pull request #937 from playermanny2/upgrade-to-jupyterlab-1.1.3
1089ae3,Manny Cato,Tue Sep 10 16:25:27 2019 -0700,Address updating spark version to fix wget error
2a05797,Manny Cato,Tue Sep 10 10:14:51 2019 -0700,Address updating base notebook to jupyterlab 1.1.3
82d1d0b,Travis CI,Mon Sep 2 01:29:10 2019 +0000,[ci skip] Update en source strings (build: 1220.1)
b37d130,Peter Parente,Sun Sep 1 21:28:10 2019 -0400,Merge pull request #926 from sharpTrick/patch-1
d5d5084,Peter Parente,Sun Sep 1 21:27:22 2019 -0400,Merge pull request #930 from arnavs/master
933412e,Arnav Sood,Sun Sep 1 00:34:28 2019 +0200,remove some includes
24f10a5,Arnav Sood,Thu Aug 22 10:49:48 2019 -0700,Bump Julia to 1.2.0
1d0f620,Patrick Sharp,Thu Aug 15 16:14:45 2019 -0600,Add link to sage-notebook Community Stack
ef1e508,Peter Parente,Sun Aug 11 10:40:11 2019 -0400,[ci skip] Fix doc typo
2ce7c06,Peter Parente,Sat Aug 10 19:58:47 2019 -0400,Merge pull request #920 from rkdarst/sort-installs
d66e26c,Adrien Delsalle,Fri Aug 9 13:20:16 2019 +0200,updates on start.sh file
be4674f,Adrien Delsalle,Fri Aug 9 10:53:10 2019 +0200,Modify the way to change user uid/gid
66c9962,Peter Parente,Thu Aug 8 15:15:28 2019 -0400,Merge pull request #916 from arnavs/master
eae3f0c,Arnav Sood,Tue Aug 6 09:15:42 2019 -0700,update SHA256 hash
8bfffca,Richard Darst,Sun Aug 4 16:24:29 2019 +0300,Sort package installation lines alphabetically for easier comparison
58169ec,Peter Parente,Sat Aug 3 21:40:16 2019 -0400,Merge pull request #918 from rkdarst/scipy-version-updates
fed5b9a,Richard Darst,Sun Aug 4 02:15:30 2019 +0300,Update versions in all-spark-notebook
f8d45e2,Richard Darst,Sun Aug 4 02:11:49 2019 +0300,Update datascience notebook versions
686f977,Richard Darst,Sun Aug 4 01:45:01 2019 +0300,Update r-notebook package versions
822f02b,Travis CI,Sat Aug 3 03:19:33 2019 +0000,[ci skip] Update en source strings (build: 1175.1)
ac7df72,Peter Parente,Fri Aug 2 23:17:58 2019 -0400,Merge pull request #917 from jeffyjefflabs/restartable
78fbbfe,Richard Darst,Fri Aug 2 20:26:59 2019 +0300,Update all scipy-notebook package versions
a667552,Jeff,Fri Aug 2 11:17:04 2019 -0600,Option to enable restart without exiting container
8d14358,Arnav Sood,Thu Aug 1 11:46:05 2019 -0700,bump Julia version
307ad2b,Peter Parente,Mon Jul 29 07:42:34 2019 -0400,Merge pull request #913 from maresb/official
2d9e7d2,Ben Mares,Mon Jul 29 09:35:52 2019 +0200,Switch to matplotlib-base to avoid qt dependency increase version to 3.1
0c84b71,Peter Parente,Sun Jul 28 18:21:50 2019 -0400,Merge pull request #912 from maresb/master
b38f17d,Ben Mares,Sun Jul 28 22:59:37 2019 +0200,bump jupyterlab-manager version to 1.0.1
eb5c77e,Ben Mares,Sun Jul 28 22:26:18 2019 +0200,Switch JupyterLab from dev build to prod build
64c893e,Peter Parente,Sat Jul 27 14:23:23 2019 -0400,Merge pull request #910 from parente/clkao-patch-2
374207f,Travis CI,Sat Jul 27 13:32:04 2019 -0400,Update conda and jupyterlab
82c6675,Chia-liang Kao,Sun Jul 21 12:40:07 2019 +0800,Bump notebook to 6.0.0 and jupyterlab to 1.0.2
29105a7,Travis CI,Sat Jul 27 14:32:28 2019 +0000,[ci skip] Update en source strings (build: 1157.1)
fafcc3c,Peter Parente,Sat Jul 27 10:30:44 2019 -0400,Merge pull request #909 from parente/fix-tx-en-haskell
a30e395,Travis CI,Sat Jul 27 09:06:37 2019 -0400,Remove inline png
87c5183,Peter Parente,Sat Jul 27 08:11:17 2019 -0400,Merge pull request #903 from jbindinga/master
27e5ede,Jeffrey Bindinga,Fri Jul 19 10:08:43 2019 +0200,Add java-notebook to the list of community stacks.
7a3e968,Min RK,Tue Jul 16 14:35:50 2019 +0200,Merge pull request #890 from ttimbers/r-notebook-patch
0fe100e,Min RK,Tue Jul 16 14:33:49 2019 +0200,Merge pull request #896 from minrk/conda-47
f298609,Min RK,Tue Jul 16 14:32:12 2019 +0200,Merge pull request #901 from jamesdbrock/jupyterlab_bokeh-1.0.0
7b960e4,James Brock,Wed Jul 10 16:37:38 2019 +0900,jupyterlab_bokeh@1.0.0 version bump from @0.6.3
5eca3ca,Min RK,Tue Jul 9 10:46:25 2019 +0200,stop removing qt
6c3390a,Min RK,Thu Jul 4 15:58:00 2019 +0200,Merge pull request #893 from jamesdbrock/haskell-learn-binder
0c0601b,Min RK,Thu Jul 4 14:38:21 2019 +0200,bump ipywidgets widget-manager for jupyterlab 1.0
20590f4,Min RK,Thu Jul 4 14:38:05 2019 +0200,jupyterlab 1.0.1
50ae9cd,Min RK,Thu Jul 4 13:29:28 2019 +0200,conda 4.7.5
4c2fed0,Min RK,Thu Jul 4 10:54:37 2019 +0200,bump ubuntu base
1e37452,Min RK,Thu Jul 4 10:45:03 2019 +0200,Merge pull request #895 from jamesdbrock/conda-pin-version
2743b35,James Brock,Tue Jul 2 10:02:44 2019 +0900,Pin conda version to $CONDA_VERSION
ac833a3,Dan Allan,Mon Jul 1 17:25:02 2019 -0400,Bump JupyterLab and remove hub-extension.
310afbf,James Brock,Sun Jun 30 12:19:34 2019 +0900,Community haskell stack binder link
3e91889,Tiffany A. Timbers,Thu Jun 20 12:06:12 2019 -0700,Added install of e1071 R package
d4cbf2f,Travis CI,Sun Jun 2 00:19:38 2019 +0000,[ci skip] Update en source strings (build: 1082.1)
38f5184,Peter Parente,Sat Jun 1 20:18:20 2019 -0400,Merge pull request #876 from eromoe/patch-1
ce4d2c0,eromoe,Wed May 22 14:12:02 2019 +0800,Add `Specific Docker Image Options` for jupyter spark
ff9357a,Peter Parente,Sun May 19 13:36:37 2019 -0400,Merge pull request #873 from parente/version-tags
25e199d,Peter Parente,Sun May 19 13:10:20 2019 -0400,[ci skip] Apply additional tags base image only to start
9e92fe0,Peter Parente,Sun May 19 12:16:41 2019 -0400,Fix typo add translation doc link
abdb27a,Peter Parente,Sun May 12 11:02:49 2019 -0400,Merge pull request #869 from minrk/hub1
df4a968,Peter Parente,Sat May 11 20:56:11 2019 -0400,Merge pull request #871 from parente/spark-2.4.3
88403b3,Peter Parente,Sat May 11 20:53:44 2019 -0400,Merge pull request #872 from willingc/rtd-config
8f81a28,Carol Willing,Sat May 11 17:31:57 2019 -0700,Update RTD config file to v2
411ec85,Peter Parente,Sat May 11 19:27:53 2019 -0400,Update to Spark 2.4.3
ef92c1e,Travis CI,Sat May 11 14:42:28 2019 +0000,[ci skip] Update en source strings (build: 1052.1)
34497cb,Peter Parente,Sat May 11 10:41:14 2019 -0400,Merge pull request #870 from jamesdbrock/community-ihaskell-init
a6c1ec2,James Brock,Sat May 11 23:06:17 2019 +0900,docs Community Stacks remove "list has only 2 examples"
fae82dc,James Brock,Sat May 11 22:50:09 2019 +0900,docs Community Stacks ihaskell-notebook
46a80c1,Min RK,Fri May 10 09:52:08 2019 +0200,jupyterhub 1.0
4d7dd95,Peter Parente,Thu May 9 07:15:21 2019 -0400,Merge pull request #867 from echowhisky/issue-861
167c686,echowhisky,Mon May 6 18:46:51 2019 +0000,Merge branch 'master' into issue-861
2662627,Peter Parente,Mon May 6 07:47:22 2019 -0400,Merge pull request #866 from parente/fix-en-po
b7e7015,Peter Parente,Sun May 5 20:01:09 2019 -0400,[ci skip] Try to skip needless rebuilds on Docker Hub
eb2cbc3,Peter Parente,Sun May 5 19:58:15 2019 -0400,[ci skip] Skip ci rebuild on tx-en merge to master
cee5a21,Peter Parente,Sun May 5 19:56:22 2019 -0400,[skip ci] Fix English .po source files
c39518a,Travis CI,Sun May 5 23:06:47 2019 +0000,Update en source strings for 02a3f6b09546d761893c5e8bc9585d6aa966638a
02a3f6b,Peter Parente,Sun May 5 19:05:51 2019 -0400,Fix doc typo
3df193b,Peter Parente,Sun May 5 19:03:27 2019 -0400,Fix dev requirements
56cf0bc,Peter Parente,Sun May 5 15:04:54 2019 -0400,Minor doc update to test tx-en
07da4de,Peter Parente,Sun May 5 13:47:54 2019 -0400,Fix cron test behavior
63359c8,Peter Parente,Sun May 5 13:37:28 2019 -0400,Fix docs/locale update ping-pong
5755b81,Peter Parente,Sun May 5 13:28:47 2019 -0400,Debug make tx-en
77a770f,Peter Parente,Sun May 5 13:18:44 2019 -0400,Fix minor doc wording to test master branch trigger
12c9b8b,Peter Parente,Sun May 5 13:16:15 2019 -0400,Fix diff comparison for master merge
9f7046a,Peter Parente,Sun May 5 13:10:11 2019 -0400,Merge pull request #864 from parente/tx-howto
b497b27,Peter Parente,Sat May 4 23:45:52 2019 -0400,Draft pages about translation
bce6382,Peter Parente,Sat May 4 21:44:28 2019 -0400,Merge pull request #863 from parente/travis-doc-pushback
417cbda,Peter Parente,Sat May 4 21:40:34 2019 -0400,Limit test-pr to pull requests
3ec15b3,Peter Parente,Sat May 4 20:23:49 2019 -0400,Limit push-tx to master branch merge
5981e5a,Peter Parente,Sat May 4 17:23:52 2019 -0400,Fix unshared dev env
af17bdf,Peter Parente,Sat May 4 17:20:11 2019 -0400,Merge pull request #859 from marcraminv/doc/replace-spark-init-line
d76b4ca,Peter Parente,Sat May 4 17:10:43 2019 -0400,Setup travis en template update
f8c3e3d,Peter Parente,Sat May 4 15:31:25 2019 -0400,Try locale/en update
